Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q,KKITER
10/01/1982,  0.5088762E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.5088761E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1277599E+06,  0.1308296E+02,  0.0000000E+00,  0.5495711E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5910707E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1283641E+06,  0.0000000E+00,  0.0000000E+00,    6
10/02/1982,  0.4396028E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.4396027E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2439467E+06,  0.1240918E+00,  0.0000000E+00,  0.5494531E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1395782E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1175695E+06,  0.0000000E+00,  0.0000000E+00,    4
10/03/1982,  0.3897054E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3897054E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.3501370E+06,  0.4042877E-01,  0.0000000E+00,  0.5493444E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2107843E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1082981E+06,  0.0000000E+00,  0.0000000E+00,    4
10/04/1982,  0.3478478E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3478478E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4475714E+06,  0.5550161E-01,  0.0000000E+00,  0.5492438E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2818863E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1002533E+06,  0.0000000E+00,  0.0000000E+00,    4
10/05/1982,  0.3124816E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3124817E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5373218E+06,  0.6522853E+02,  0.0000000E+00,  0.5491503E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.3428446E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1232799E+01,  0.9324528E+05,  0.1232799E+01,  0.0000000E+00,    5
10/06/1982,  0.2865146E+03,  0.0000000E+00,  0.0000000E+00,  0.3360475E+00,  0.0000000E+00, -0.2861785E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.6184543E+06,  0.3740760E+03,  0.0000000E+00,  0.5490629E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5673707E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1986888E+02,  0.8713519E+05,  0.1986888E+02,  0.0000000E+00,    5
10/07/1982,  0.2959026E+03,  0.2579258E+02,  0.0000000E+00,  0.2275713E+02,  0.0000000E+00, -0.2473528E+03,  0.1330329E+05,  0.0000000E+00,  0.1843534E+02,  0.0000000E+00,  0.8903405E+06,  0.1451154E+04,  0.0000000E+00,  0.5489809E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2124912E+06,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1167949E+02,  0.0000000E+00,  0.7877705E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1251810E+03,  0.8185699E+05,  0.1251810E+03,  0.1991320E+06,    9
10/08/1982,  0.2787670E+03,  0.0000000E+00,  0.0000000E+00,  0.5008575E+02,  0.0000000E+00, -0.2286813E+03,  0.6934205E+04,  0.0000000E+00,  0.7531726E+01,  0.0000000E+00,  0.9621902E+06,  0.2538002E+04,  0.0000000E+00,  0.5489037E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.6369087E+04,  0.0000000E+00,  0.1090362E+02,  0.0000000E+00,  0.3999970E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2693804E+03,  0.7725595E+05,  0.2693804E+03,  0.0000000E+00,    9
10/09/1982,  0.3286712E+03,  0.0000000E+00,  0.0000000E+00,  0.1041473E+03,  0.0000000E+00, -0.2245238E+03,  0.5656966E+03,  0.0000000E+00,  0.4416975E+00,  0.0000000E+00,  0.1027758E+07,  0.4129915E+04,  0.0000000E+00,  0.5488307E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.6368509E+04,  0.0000000E+00,  0.7090029E+01,  0.0000000E+00,  0.5518424E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5394443E+03,  0.7332187E+05,  0.5394443E+03,  0.0000000E+00,   13
10/10/1982,  0.3978715E+03,  0.0000000E+00,  0.0000000E+00,  0.1744590E+03,  0.0000000E+00, -0.2234124E+03,  0.9394551E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1084573E+07,  0.6184319E+04,  0.0000000E+00,  0.5487614E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5563020E+03,  0.0000000E+00,  0.4416975E+00,  0.0000000E+00,  0.9997279E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.8877354E+03,  0.6992876E+05,  0.8877354E+03,  0.0000000E+00,   11
10/11/1982,  0.4763445E+03,  0.0000000E+00,  0.0000000E+00,  0.2449814E+03,  0.0000000E+00, -0.2313630E+03,  0.1596358E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1137496E+07,  0.8455333E+04,  0.0000000E+00,  0.5486955E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.7798193E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1021887E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1281606E+04,  0.6693931E+05,  0.1281606E+04,  0.0000000E+00,   13
10/12/1982,  0.5728233E+03,  0.0000000E+00,  0.0000000E+00,  0.3223366E+03,  0.0000000E+00, -0.2504866E+03,  0.1433493E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1186099E+07,  0.1106843E+05,  0.0000000E+00,  0.5486327E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1453009E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1106445E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1769133E+04,  0.6437174E+05,  0.1769133E+04,  0.0000000E+00,   13
10/13/1982,  0.7014257E+03,  0.0000000E+00,  0.0000000E+00,  0.4209168E+03,  0.0000000E+00, -0.2805088E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1230719E+07,  0.1404636E+05,  0.0000000E+00,  0.5485725E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1433493E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1190291E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2266593E+04,  0.6218903E+05,  0.2266593E+04,  0.0000000E+00,   13
10/14/1982,  0.1401244E+04,  0.2101599E+02,  0.0000000E+00,  0.9910682E+03,  0.0000000E+00, -0.3891603E+03,  0.1330329E+05,  0.0000000E+00,  0.1441927E+02,  0.0000000E+00,  0.1408645E+07,  0.2082309E+05,  0.0000000E+00,  0.5485150E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1558269E+06,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1569556E+02,  0.0000000E+00,  0.1387394E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.3863419E+04,  0.6095891E+05,  0.3863419E+04,  0.1424724E+06,   13
10/15/1982,  0.1393484E+04,  0.5500776E+00,  0.0000000E+00,  0.9361892E+03,  0.0000000E+00, -0.4567441E+03,  0.1330329E+05,  0.0000000E+00,  0.4748809E+01,  0.0000000E+00,  0.1450516E+07,  0.2519898E+05,  0.0000000E+00,  0.5484598E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.7083040E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1565392E+02,  0.0000000E+00,  0.1459829E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4944518E+04,  0.5964867E+05,  0.4944518E+04,  0.7076506E+04,   14
10/16/1982,  0.1593608E+04,  0.0000000E+00,  0.0000000E+00,  0.1069854E+04,  0.0000000E+00, -0.5237542E+03,  0.5151683E+04,  0.0000000E+00,  0.3534089E+00,  0.0000000E+00,  0.1490631E+07,  0.2974467E+05,  0.0000000E+00,  0.5484069E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.8151609E+04,  0.0000000E+00,  0.4395400E+01,  0.0000000E+00,  0.6693090E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.6057233E+04,  0.5848087E+05,  0.6057233E+04,  0.0000000E+00,   14
10/17/1982,  0.1847110E+04,  0.0000000E+00,  0.0000000E+00,  0.1237814E+04,  0.0000000E+00, -0.6092959E+03,  0.1049694E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1523933E+07,  0.3483214E+05,  0.0000000E+00,  0.5483561E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5046714E+04,  0.0000000E+00,  0.3534089E+00,  0.0000000E+00,  0.1050269E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.7419146E+04,  0.5754937E+05,  0.7419146E+04,  0.0000000E+00,   14
10/18/1982,  0.2027350E+04,  0.0000000E+00,  0.0000000E+00,  0.1334186E+04,  0.0000000E+00, -0.6931641E+03,  0.1268414E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1555870E+07,  0.4003598E+05,  0.0000000E+00,  0.5483074E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.9228524E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.9523729E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.8791259E+04,  0.5678977E+05,  0.8791259E+04,  0.0000000E+00,   15
10/19/1982,  0.2272885E+04,  0.0000000E+00,  0.0000000E+00,  0.1467443E+04,  0.0000000E+00, -0.8054409E+03,  0.4758660E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1584427E+07,  0.4567308E+05,  0.0000000E+00,  0.5482605E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.7925477E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1044623E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1018667E+05,  0.5629499E+05,  0.1018667E+05,  0.0000000E+00,   15
10/20/1982,  0.2515994E+04,  0.0000000E+00,  0.0000000E+00,  0.1587166E+04,  0.0000000E+00, -0.9288286E+03,  0.1657645E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1609877E+07,  0.5158953E+05,  0.0000000E+00,  0.5482153E+09,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.3101015E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1131556E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1168319E+05,  0.5595238E+05,  0.1168319E+05,  0.0000000E+00,   14
